http://citydata.wu.ac.at/resource/112/004850#000001	Mozir	2006	111693
http://citydata.wu.ac.at/resource/112/004850#000001	Mozir	2008	111903
http://citydata.wu.ac.at/resource/112/004850#000001	Mozir	2009	108792
http://citydata.wu.ac.at/resource/112/004850#000001	Mozir	2009	112165
http://citydata.wu.ac.at/resource/112/004850#000001	Mozir	2009	112713
http://citydata.wu.ac.at/resource/112/004850#000001	Mozir	2010	109524
http://citydata.wu.ac.at/resource/112/004850#000001	Mozir	2011	110307
http://citydata.wu.ac.at/resource/112/004850#000001	Mozir	2012	110932
http://citydata.wu.ac.at/resource/112/004850#000001	Mozir	2013	111755
http://citydata.wu.ac.at/resource/112/004860#000001	Novopolotsk	1999	105648
http://citydata.wu.ac.at/resource/112/004860#000001	Novopolotsk	2009	98138
http://citydata.wu.ac.at/resource/112/004860#000001	Novopolotsk	2013	101583
http://citydata.wu.ac.at/resource/112/004860#000002	Novopolotsk	2003	107117
http://citydata.wu.ac.at/resource/112/004860#000002	Novopolotsk	2004	106928
http://citydata.wu.ac.at/resource/112/004860#000002	Novopolotsk	2006	106764
http://citydata.wu.ac.at/resource/112/004860#000002	Novopolotsk	2008	106700
http://citydata.wu.ac.at/resource/112/004860#000002	Novopolotsk	2009	104080
http://citydata.wu.ac.at/resource/112/004860#000002	Novopolotsk	2009	107068
http://citydata.wu.ac.at/resource/112/004860#000002	Novopolotsk	2009	107140
http://citydata.wu.ac.at/resource/112/004860#000002	Novopolotsk	2010	104624
http://citydata.wu.ac.at/resource/112/004860#000002	Novopolotsk	2011	105604
http://citydata.wu.ac.at/resource/112/004860#000002	Novopolotsk	2012	100792
http://citydata.wu.ac.at/resource/112/004870#000001	Orsha	1999	123861
http://citydata.wu.ac.at/resource/112/004870#000001	Orsha	2009	117225
http://citydata.wu.ac.at/resource/112/004870#000001	Orsha	2013	116604
http://citydata.wu.ac.at/resource/112/004870#000002	Orsha	2003	140643
http://citydata.wu.ac.at/resource/112/004870#000002	Orsha	2004	141135
http://citydata.wu.ac.at/resource/112/004870#000002	Orsha	2006	139994
http://citydata.wu.ac.at/resource/112/004870#000002	Orsha	2008	138767
http://citydata.wu.ac.at/resource/112/004870#000002	Orsha	2009	132725
http://citydata.wu.ac.at/resource/112/004870#000002	Orsha	2009	138386
http://citydata.wu.ac.at/resource/112/004870#000002	Orsha	2009	138569
http://citydata.wu.ac.at/resource/112/004870#000002	Orsha	2010	132654
http://citydata.wu.ac.at/resource/112/004870#000002	Orsha	2011	132477
http://citydata.wu.ac.at/resource/112/004870#000002	Orsha	2012	116898
http://citydata.wu.ac.at/resource/112/004880#000001	Pinsk	1999	129935
http://citydata.wu.ac.at/resource/112/004880#000001	Pinsk	2003	130711
http://citydata.wu.ac.at/resource/112/004880#000001	Pinsk	2004	130268
http://citydata.wu.ac.at/resource/112/004880#000001	Pinsk	2006	129779
http://citydata.wu.ac.at/resource/112/004880#000001	Pinsk	2008	130357
http://citydata.wu.ac.at/resource/112/004880#000001	Pinsk	2009	130355
http://citydata.wu.ac.at/resource/112/004880#000001	Pinsk	2009	131220
http://citydata.wu.ac.at/resource/112/004880#000001	Pinsk	2009	132149
http://citydata.wu.ac.at/resource/112/004880#000001	Pinsk	2010	131511
http://citydata.wu.ac.at/resource/112/004880#000001	Pinsk	2011	133298
http://citydata.wu.ac.at/resource/112/004880#000001	Pinsk	2012	134924
http://citydata.wu.ac.at/resource/112/004880#000001	Pinsk	2013	135858
http://citydata.wu.ac.at/resource/112/004890#000001	Soligorsk	1999	100930
http://citydata.wu.ac.at/resource/112/004890#000001	Soligorsk	2003	101534
http://citydata.wu.ac.at/resource/112/004890#000001	Soligorsk	2004	101033
http://citydata.wu.ac.at/resource/112/004890#000001	Soligorsk	2006	100805
http://citydata.wu.ac.at/resource/112/004890#000001	Soligorsk	2008	101091
http://citydata.wu.ac.at/resource/112/004890#000001	Soligorsk	2009	101395
http://citydata.wu.ac.at/resource/112/004890#000001	Soligorsk	2009	101581
http://citydata.wu.ac.at/resource/112/004890#000001	Soligorsk	2009	102297
http://citydata.wu.ac.at/resource/112/004890#000001	Soligorsk	2010	102685
http://citydata.wu.ac.at/resource/112/004890#000001	Soligorsk	2011	103525
http://citydata.wu.ac.at/resource/112/004890#000001	Soligorsk	2012	104352
http://citydata.wu.ac.at/resource/112/004890#000001	Soligorsk	2013	105060
http://citydata.wu.ac.at/resource/112/004900#000001	Vitebsk	1999	340710
http://citydata.wu.ac.at/resource/112/004900#000001	Vitebsk	2009	347928
http://citydata.wu.ac.at/resource/112/004900#000001	Vitebsk	2013	362466
http://citydata.wu.ac.at/resource/112/004900#000002	Vitebsk	2003	350693
http://citydata.wu.ac.at/resource/112/004900#000002	Vitebsk	2004	350820
http://citydata.wu.ac.at/resource/112/004900#000002	Vitebsk	2006	352247
http://citydata.wu.ac.at/resource/112/004900#000002	Vitebsk	2008	354413
http://citydata.wu.ac.at/resource/112/004900#000002	Vitebsk	2009	355062
http://citydata.wu.ac.at/resource/112/004900#000002	Vitebsk	2009	355746
http://citydata.wu.ac.at/resource/112/004900#000002	Vitebsk	2009	358052
http://citydata.wu.ac.at/resource/112/004900#000002	Vitebsk	2010	359742
http://citydata.wu.ac.at/resource/112/004900#000002	Vitebsk	2011	364391
http://citydata.wu.ac.at/resource/112/004900#000002	Vitebsk	2012	360707
http://citydata.wu.ac.at/resource/12/000055#000001	Adrar	2008	200834
http://citydata.wu.ac.at/resource/12/000058#000001	Ain Defla	2008	450280
http://citydata.wu.ac.at/resource/12/000075#000001	Ain Temouchent	2008	299341
http://citydata.wu.ac.at/resource/12/000080#000001	Annaba	1998	352523
http://citydata.wu.ac.at/resource/12/000080#000001	Annaba	2008	442230
http://citydata.wu.ac.at/resource/12/000110#000001	Batna	1998	246800
http://citydata.wu.ac.at/resource/12/000110#000001	Batna	2008	768444
http://citydata.wu.ac.at/resource/12/000120#000001	Béchar	1998	134523
http://citydata.wu.ac.at/resource/12/000120#000001	Béchar	2008	236213
http://citydata.wu.ac.at/resource/12/000130#000001	Bejaïa	1998	144405
http://citydata.wu.ac.at/resource/12/000130#000001	Bejaïa	2008	559981
http://citydata.wu.ac.at/resource/12/000140#000001	Beskra (Biskra)	1998	177060
http://citydata.wu.ac.at/resource/12/000140#000001	Beskra (Biskra)	2008	563245
http://citydata.wu.ac.at/resource/12/000150#000001	Bordj Bou Arreridj	1998	129004
http://citydata.wu.ac.at/resource/12/000150#000001	Bordj Bou Arreridj	2008	422986
http://citydata.wu.ac.at/resource/12/000160#000001	Bordj el Kiffan	1998	103690
http://citydata.wu.ac.at/resource/12/000172#000001	Bouira	2008	372196
http://citydata.wu.ac.at/resource/12/000173#000001	Boumerdes	2008	459250
http://citydata.wu.ac.at/resource/12/000175#000001	Chlef	2008	521070
http://citydata.wu.ac.at/resource/12/000180#000001	Ech Cheliff (El Asnam)	1998	174314
http://citydata.wu.ac.at/resource/12/000185#000001	El Bayadh	2008	192958
http://citydata.wu.ac.at/resource/12/000190#000001	El Boulaïda (Blida)	1998	229788
http://citydata.wu.ac.at/resource/12/000190#000001	El Boulaïda (Blida)	2008	719515
http://citydata.wu.ac.at/resource/12/000200#000001	ALGIERS (EL DJAZAIR)	1998	1569897
http://citydata.wu.ac.at/resource/12/000200#000001	ALGIERS (EL DJAZAIR)	2008	2712944
http://citydata.wu.ac.at/resource/12/000210#000001	El Djelfa	1998	158679
http://citydata.wu.ac.at/resource/12/000210#000001	El Djelfa	2008	825411
http://citydata.wu.ac.at/resource/12/000220#000001	El Eulma	1998	104758
http://citydata.wu.ac.at/resource/12/000223#000001	El Oued	2008	495573
http://citydata.wu.ac.at/resource/12/000225#000001	El Tarf	2008	230157
http://citydata.wu.ac.at/resource/12/000230#000001	El Wad	1998	105151
http://citydata.wu.ac.at/resource/12/000240#000001	Ghardaïa	1998	127959
http://citydata.wu.ac.at/resource/12/000240#000001	Ghardaïa	2008	355701
