x,id,label,wikicity,isocode,clabel,wikicountry
http://eurostat.linked-statistics.org/dic/cities#FR058C,FR058C,Vélostation de Chambéry,Q29034762,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR059C,FR059C,Volley-Ball Chalon-sur-Saône,Q3562822,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR060C,FR060C,Chartres,Q130272,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR061C,FR061C,Foirexpo de Niort,Q3074900,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR062C,FR062C,Calais,Q612696,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR063C,FR063C,Béziers,Q174019,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR064C,FR064C,Paris-Arras Tour,Q3365097,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR065C,FR065C,Bourges,Q132404,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR066C,FR066C,Roller Armor Club Saint-Brieuc,Q3440438,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR067C,FR067C,Quimper,Q342,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR068C,FR068C,Vannes,Q6593,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR069C,FR069C,Cherbourg Harbour,Q3416395,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR070C,FR070C,Les Folies de Maubeuge,Q3232713,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR071C,FR071C,Internationaux de Tennis de BLOIS,Q13493441,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR073C,FR073C,Tarbes-3,Q20493462,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR074C,FR074C,Compiègne,Q180871,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR076C,FR076C,Belfort,Q171545,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR077C,FR077C,Maire de Roanne,Q26266362,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR078C,FR078C,Forbach,Q934654,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR079C,FR079C,Saint-Quentin,Q182744,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR080C,FR080C,Laval,Q141810,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR081C,FR081C,Bourg-en-Bresse,Q20852843,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR082C,FR082C,Beauvais,Q174257,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR083C,FR083C,Nevers,Q166997,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR084C,FR084C,Effet CREIL,Q3048926,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR085C,FR085C,La Vendéenne La Roche sur Yon,Q3213487,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR086C,FR086C,Evreux,Q171800,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR087C,FR087C,Sporting union Agen,Q3494138,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR088C,FR088C,Saint-Omer-de-Blain,Q3463073,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR089C,FR089C,Site universitaire de Périgueux,Q3485463,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR090C,FR090C,Châteauroux,Q174251,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR091C,FR091C,Épinal print,Q860708,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR092C,FR092C,Club Alès en Cévennes Volley-Ball,Q2979797,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR093C,FR093C,Foire du livre de Brive-la-Gaillarde,Q3074876,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR095C,FR095C,Elbeuf,Q247219,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR096C,FR096C,Albi,Q132801,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR097C,FR097C,Auxerre,Q16352268,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR099C,FR099C,Fréjus,Q1903049,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR101C,FR101C,Carcassonne,Q6582,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR102C,FR102C,Dieppe,Q264075,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR103C,FR103C,Festival de Vichy de Scrabble francophone,Q3070219,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR104C,FR104C,ESPE Basket Châlons-en-Champagne,Q3046130,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR105C,FR105C,Montluçon,Q193256,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR106C,FR106C,Bastia,Q134698,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR107C,FR107C,Montauban,Q172593,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR108C,FR108C,Cholet Pays de Loire Dames,Q16957938,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR109C,FR109C,Bergerac (AOC),Q2897081,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR110C,FR110C,Narbonne,Q6555,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR111C,FR111C,Saint Malo,Q3463967,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR113C,FR113C,Châtellerault,Q20493330,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR114C,FR114C,Menton,Q1221441,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR115C,FR115C,Montargis coince la bulle,Q3322442,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR116C,FR116C,Sète-1,Q20493370,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR117C,FR117C,Amicale Saint-Michel Basket Le Puy Haute-Loire,Q2843236,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR118C,FR118C,Romans-sur-Isère,Q239078,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR119C,FR119C,Rodez,Q17983446,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR120C,FR120C,Alençon lace,Q2143601,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR121C,FR121C,Soissons,Q167152,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR122C,FR122C,pilon à Villefranche-sur-Saône,Q29334978,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR123C,FR123C,Castres,Q188776,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR125C,FR125C,Fortified Sector of Haguenau,Q3477401,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR126C,FR126C,Lannion,Q3217602,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR127C,FR127C,Cambrai,Q181285,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR128C,FR128C,SO Armentières,Q3459929,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR129C,FR129C,Montelimar Beach,Q6905106,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR130C,FR130C,Moulins,Q184883,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR131C,FR131C,Dreux,Q142410,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR132C,FR132C,Cantoni di Aurillac,Q3656415,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR133C,FR133C,Missense Variant,Q27429979,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR134C,FR134C,Histoire de Saint-Dizier,Q3136795,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR135C,FR135C,Mont-de-Marsan,Q20851972,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR136C,FR136C,Ligne de Chaugey à Lons-le-Saunier,Q24937610,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR137C,FR137C,Arcachon Cup,Q2999579,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR138C,FR138C,Vienne,Q12804,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR140C,FR140C,chrismatories,Q27949738,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR141C,FR141C,campanile à Salon-de-Provence,Q29320490,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR142C,FR142C,La Basse Terre,Q21943268,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR201C,FR201C,gradin d'autel à Aubagne,Q29321128,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR202C,FR202C,WTA Aix-en-Provence Open,Q4017080,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR203C,FR203C,Marseille,Q23482,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR204C,FR204C,Grasse,Q173705,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR205C,FR205C,Nice,Q33959,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR206C,FR206C,Azur Arena Antibes,Q15150474,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR207C,FR207C,Liévin,Q217841,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR208C,FR208C,Communauté d'agglomération d'Hénin-Carvin,Q1120196,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#FR209C,FR209C,Regional Conservatoire of Douai,Q2994562,FR,France,Q142
http://eurostat.linked-statistics.org/dic/cities#IT001C,IT001C,Rome,Q220,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT002C,IT002C,Milan,Q490,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT003C,IT003C,Naples,Q2634,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT004C,IT004C,Turin,Q495,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT005C,IT005C,Palermo,Q2656,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT006C,IT006C,Genoa,Q1449,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT007C,IT007C,Florence,Q2044,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT008C,IT008C,Bari,Q3519,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT009C,IT009C,Bologna,Q1891,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT010C,IT010C,Catania,Q1903,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT011C,IT011C,Venice,Q641,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT012C,IT012C,Verona,Q2028,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT013C,IT013C,Cremona,Q6231,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT014C,IT014C,Trento,Q3376,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT015C,IT015C,Trieste,Q546,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT016C,IT016C,Perugia,Q3437,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT017C,IT017C,Ancona,Q3415,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT018C,IT018C,L'Aquila Park,Q21972235,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT019C,IT019C,Pescara,Q2704,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT020C,IT020C,Termoli-Campobasso Railway,Q3743351,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT021C,IT021C,Caserta,Q2177024,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT022C,IT022C,Taranto,Q13498,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT023C,IT023C,Potenza,Q3543,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT024C,IT024C,Catanzaro,Q27103943,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT025C,IT025C,Reggio Calabria,Q8471,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT026C,IT026C,Sassari,Q13629,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT027C,IT027C,Cagliari,Q1897,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT028C,IT028C,Padua,Q617,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT029C,IT029C,Brescia,Q6221,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT030C,IT030C,Modena,Q279,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT031C,IT031C,Foggia,Q13464,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT032C,IT032C,Salerno,Q1083,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT501C,IT501C,Messina,Q13666,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT502C,IT502C,Prato,Q13377,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT503C,IT503C,Parma,Q2683,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT504C,IT504C,Livorno,Q6761,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT505C,IT505C,Reggio Emilia,Q13360,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT506C,IT506C,Ravenna,Q13364,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT507C,IT507C,Ferrara,Q13362,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT508C,IT508C,Rimini,Q13369,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT509C,IT509C,Syracuse,Q13670,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT510C,IT510C,Monza,Q6252,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT511C,IT511C,Bergamo,Q628,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT512C,IT512C,Forlì,Q13367,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT513C,IT513C,Latina,Q13410,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT514C,IT514C,Vicenza,Q6537,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT515C,IT515C,Terni,Q8621,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT516C,IT516C,Novara,Q6046,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#IT517C,IT517C,Giugliano in Campania,Q72125,IT,Italy,Q38
http://eurostat.linked-statistics.org/dic/cities#CY001C,CY001C,Nicosia,Q3856,CY,Cyprus,Q229
http://eurostat.linked-statistics.org/dic/cities#CY501C,CY501C,Limassol,Q185632,CY,Cyprus,Q229
http://eurostat.linked-statistics.org/dic/cities#LV001C,LV001C,Riga,Q1773,LV,Latvia,Q211
http://eurostat.linked-statistics.org/dic/cities#LV002C,LV002C,Liepāja,Q167668,LV,Latvia,Q211
http://eurostat.linked-statistics.org/dic/cities#LV501C,LV501C,Daugavpils,Q80021,LV,Latvia,Q211
http://eurostat.linked-statistics.org/dic/cities#LT001C,LT001C,Vilnius,Q216,LT,Lithuania,Q37
http://eurostat.linked-statistics.org/dic/cities#LT002C,LT002C,Kaunas,Q4115712,LT,Lithuania,Q37
http://eurostat.linked-statistics.org/dic/cities#LT003C,LT003C,Šilai (Panevėžys),Q9352779,LT,Lithuania,Q37
http://eurostat.linked-statistics.org/dic/cities#LT501C,LT501C,Klaipėda,Q776965,LT,Lithuania,Q37
http://eurostat.linked-statistics.org/dic/cities#LT502C,LT502C,Šiauliai,Q134712,LT,Lithuania,Q37
http://eurostat.linked-statistics.org/dic/cities#LU001C,LU001C,Luxembourg,Q1842,LU,Luxembourg,Q32
http://eurostat.linked-statistics.org/dic/cities#HU001C,HU001C,Budapest,Q1781,HU,Hungary,Q28
http://eurostat.linked-statistics.org/dic/cities#HU002C,HU002C,Miskolc,Q102397,HU,Hungary,Q28
http://eurostat.linked-statistics.org/dic/cities#HU003C,HU003C,Nyíregyháza,Q171223,HU,Hungary,Q28
http://eurostat.linked-statistics.org/dic/cities#HU004C,HU004C,Pécs,Q45779,HU,Hungary,Q28
http://eurostat.linked-statistics.org/dic/cities#HU005C,HU005C,Debrecen,Q79880,HU,Hungary,Q28
http://eurostat.linked-statistics.org/dic/cities#HU006C,HU006C,Szeged,Q81581,HU,Hungary,Q28
http://eurostat.linked-statistics.org/dic/cities#HU007C,HU007C,Győr,Q134494,HU,Hungary,Q28
http://eurostat.linked-statistics.org/dic/cities#HU008C,HU008C,Kecskemét,Q171357,HU,Hungary,Q28
http://eurostat.linked-statistics.org/dic/cities#HU009C,HU009C,Székesfehérvár,Q130212,HU,Hungary,Q28
http://eurostat.linked-statistics.org/dic/cities#MT001C,MT001C,Valletta,Q1274333,MT,Malta,Q233
http://eurostat.linked-statistics.org/dic/cities#MT002C,MT002C,Gozo-gozo,Q12258712,MT,Malta,Q233
http://eurostat.linked-statistics.org/dic/cities#NL001C,NL001C,The Hague,Q36600,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#NL002C,NL002C,Amsterdam,Q727,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#NL003C,NL003C,Rotterdam,Q34370,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#NL004C,NL004C,Utrecht,Q803,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#NL005C,NL005C,Eindhoven,Q9832,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#NL006C,NL006C,Tilburg,Q9871,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#NL007C,NL007C,Groningen,Q749,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#NL008C,NL008C,Enschede,Q10002,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#NL009C,NL009C,Arnhem,Q1310,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#NL010C,NL010C,Li-Ning/Infinity Heerlen,Q2735119,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#NL011C,NL011C,Almere,Q83178,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#NL012C,NL012C,Breda,Q40844,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#NL013C,NL013C,Nijmegen,Q47887,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#NL014C,NL014C,Apeldoorn,Q3018561,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#NL015C,NL015C,Leeuwarden,Q25390,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#NL501C,NL501C,Haarlem,Q9920,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#NL502C,NL502C,VV Zaanstad,Q2913563,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#NL503C,NL503C,'s-Hertogenbosch,Q2766547,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#NL504C,NL504C,Amersfoort,Q992,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#NL505C,NL505C,Maastricht,Q1309,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#NL506C,NL506C,Dordrecht,Q26421,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#NL507C,NL507C,Leiden,Q43631,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#NL508C,NL508C,Nieuwerkerk,Q2625297,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#NL509C,NL509C,Zoetermeer,Q26432,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#NL510C,NL510C,Emmen,Q6807568,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#NL511C,NL511C,Zwolle,Q793,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#NL512C,NL512C,Ede,Q26555,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#NL513C,NL513C,Deventer,Q26296883,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#NL514C,NL514C,Alkmaar,Q16977290,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#NL515C,NL515C,Venlo,Q3322237,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#NL516C,NL516C,Helmond,Q9844,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#NL517C,NL517C,Hengelo,Q417923,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#NL518C,NL518C,Schiedam,Q204709,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#NL519C,NL519C,Almelo,Q988,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#NL520C,NL520C,Lelystad,Q166065,NL,dolmens in the Netherlands,Q1917059
http://eurostat.linked-statistics.org/dic/cities#AT001C,AT001C,Vienna,Q1741,AT,Austria,Q40
http://eurostat.linked-statistics.org/dic/cities#AT002C,AT002C,Graz,Q13298,AT,Austria,Q40
http://eurostat.linked-statistics.org/dic/cities#AT003C,AT003C,Linz,Q41329,AT,Austria,Q40
http://eurostat.linked-statistics.org/dic/cities#AT004C,AT004C,Salzburg,Q34713,AT,Austria,Q40
http://eurostat.linked-statistics.org/dic/cities#AT005C,AT005C,Innsbruck,Q1735,AT,Austria,Q40
http://eurostat.linked-statistics.org/dic/cities#PL001C,PL001C,Warsaw,Q270,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL002C,PL002C,Łódź,Q580,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL003C,PL003C,Kraków,Q31487,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL004C,PL004C,Wrocław,Q1799,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL005C,PL005C,Poznań,Q268,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL006C,PL006C,Gdańsk,Q1792,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL007C,PL007C,Szczecin,Q393,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL008C,PL008C,Bydgoszcz,Q41252,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL009C,PL009C,Lublin,Q37333,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL010C,PL010C,Katowice,Q588,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL011C,PL011C,Białystok,Q761,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL012C,PL012C,Kielce,Q102317,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL013C,PL013C,Toruń,Q47554,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL014C,PL014C,Olsztyn,Q82765,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL015C,PL015C,Rzeszów,Q598,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL016C,PL016C,Opole,Q92212,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL017C,PL017C,Gorzów Wielkopolski,Q104731,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL018C,PL018C,Zielona Góra,Q104720,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL019C,PL019C,Jelenia Góra,Q147934,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL020C,PL020C,Nowy Sącz,Q802,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL021C,PL021C,Suwałki,Q236083,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL022C,PL022C,Konin,Q52845,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL023C,PL023C,Żory,Q393171,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL024C,PL024C,Częstochowa,Q103217,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL025C,PL025C,Radom,Q104740,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL026C,PL026C,Płock,Q104725,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL027C,PL027C,Kalisz,Q52842,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL028C,PL028C,Koszalin,Q62868,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL501C,PL501C,Gdynia,Q385,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL502C,PL502C,Sosnowiec,Q105060,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL503C,PL503C,Gliwice,Q105084,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL504C,PL504C,Zabrze,Q103892,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL505C,PL505C,Bytom,Q102350,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL506C,PL506C,Bielsko-Biała,Q106583,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL507C,PL507C,Ruda Śląska,Q108679,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL508C,PL508C,Rybnik,Q107094,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL509C,PL509C,Tychy,Q11977,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL510C,PL510C,Dąbrowa Górnicza,Q108672,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL511C,PL511C,Wałbrzych,Q110732,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL512C,PL512C,Elbląg,Q104712,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL513C,PL513C,Włocławek,Q106681,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL514C,PL514C,Tarnów,Q106281,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL515C,PL515C,Chorzów,Q104302,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL516C,PL516C,Legnica,Q106274,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PL517C,PL517C,Grudziądz,Q123511,PL,Poland,Q36
http://eurostat.linked-statistics.org/dic/cities#PT001C,PT001C,Lisbon,Q597,PT,Portugal,Q45
http://eurostat.linked-statistics.org/dic/cities#PT002C,PT002C,Porto,Q36433,PT,Portugal,Q45
http://eurostat.linked-statistics.org/dic/cities#PT003C,PT003C,Braga,Q83247,PT,Portugal,Q45
http://eurostat.linked-statistics.org/dic/cities#PT004C,PT004C,Funchal,Q25444,PT,Portugal,Q45
http://eurostat.linked-statistics.org/dic/cities#PT005C,PT005C,Coimbra,Q45412,PT,Portugal,Q45
http://eurostat.linked-statistics.org/dic/cities#PT006C,PT006C,Setúbal,Q173699,PT,Portugal,Q45
