x,id,label,isocode,clabel
http://eurostat.linked-statistics.org/dic/cities#DE522C,DE522C,Heidelberg,DE,Germany (including  former GDR from 1991)
http://eurostat.linked-statistics.org/dic/cities#DE523C,DE523C,Paderborn,DE,Germany (including  former GDR from 1991)
http://eurostat.linked-statistics.org/dic/cities#DE524C,DE524C,Wurzburg,DE,Germany (including  former GDR from 1991)
http://eurostat.linked-statistics.org/dic/cities#DE525C,DE525C,Recklinghausen,DE,Germany (including  former GDR from 1991)
http://eurostat.linked-statistics.org/dic/cities#DE526C,DE526C,Wolfsburg,DE,Germany (including  former GDR from 1991)
http://eurostat.linked-statistics.org/dic/cities#DE527C,DE527C,Bremerhaven,DE,Germany (including  former GDR from 1991)
http://eurostat.linked-statistics.org/dic/cities#DE528C,DE528C,Bottrop,DE,Germany (including  former GDR from 1991)
http://eurostat.linked-statistics.org/dic/cities#DE529C,DE529C,Heilbronn,DE,Germany (including  former GDR from 1991)
http://eurostat.linked-statistics.org/dic/cities#DE530C,DE530C,Remscheid,DE,Germany (including  former GDR from 1991)
http://eurostat.linked-statistics.org/dic/cities#DE531C,DE531C,Offenbach am Main,DE,Germany (including  former GDR from 1991)
http://eurostat.linked-statistics.org/dic/cities#DE532C,DE532C,Ulm,DE,Germany (including  former GDR from 1991)
http://eurostat.linked-statistics.org/dic/cities#DE533C,DE533C,Pforzheim,DE,Germany (including  former GDR from 1991)
http://eurostat.linked-statistics.org/dic/cities#DE534C,DE534C,Ingolstadt,DE,Germany (including  former GDR from 1991)
http://eurostat.linked-statistics.org/dic/cities#DE535C,DE535C,Gera,DE,Germany (including  former GDR from 1991)
http://eurostat.linked-statistics.org/dic/cities#DE536C,DE536C,Salzgitter,DE,Germany (including  former GDR from 1991)
http://eurostat.linked-statistics.org/dic/cities#DE537C,DE537C,Reutlingen,DE,Germany (including  former GDR from 1991)
http://eurostat.linked-statistics.org/dic/cities#DE538C,DE538C,Furth,DE,Germany (including  former GDR from 1991)
http://eurostat.linked-statistics.org/dic/cities#DE539C,DE539C,Cottbus,DE,Germany (including  former GDR from 1991)
http://eurostat.linked-statistics.org/dic/cities#DE540C,DE540C,Siegen,DE,Germany (including  former GDR from 1991)
http://eurostat.linked-statistics.org/dic/cities#DE541C,DE541C,Bergisch Gladbach,DE,Germany (including  former GDR from 1991)
http://eurostat.linked-statistics.org/dic/cities#DE542C,DE542C,Hildesheim,DE,Germany (including  former GDR from 1991)
http://eurostat.linked-statistics.org/dic/cities#DE543C,DE543C,Witten,DE,Germany (including  former GDR from 1991)
http://eurostat.linked-statistics.org/dic/cities#DE544C,DE544C,Zwickau,DE,Germany (including  former GDR from 1991)
http://eurostat.linked-statistics.org/dic/cities#DE545C,DE545C,Erlangen,DE,Germany (including  former GDR from 1991)
http://eurostat.linked-statistics.org/dic/cities#DE546C,DE546C,Wuppertal,DE,Germany (including  former GDR from 1991)
http://eurostat.linked-statistics.org/dic/cities#DE547C,DE547C,Jena,DE,Germany (including  former GDR from 1991)
http://eurostat.linked-statistics.org/dic/cities#EE001C,EE001C,Tallinn,EE,Estonia
http://eurostat.linked-statistics.org/dic/cities#EE002C,EE002C,Tartu,EE,Estonia
http://eurostat.linked-statistics.org/dic/cities#IE001C,IE001C,Dublin,IE,Ireland
http://eurostat.linked-statistics.org/dic/cities#IE002C,IE002C,Cork,IE,Ireland
http://eurostat.linked-statistics.org/dic/cities#IE003C,IE003C,Limerick,IE,Ireland
http://eurostat.linked-statistics.org/dic/cities#IE004C,IE004C,Galway,IE,Ireland
http://eurostat.linked-statistics.org/dic/cities#IE005C,IE005C,Waterford,IE,Ireland
http://eurostat.linked-statistics.org/dic/cities#EL001C,EL001C,Athina,EL,Greece
http://eurostat.linked-statistics.org/dic/cities#EL002C,EL002C,Thessaloniki,EL,Greece
http://eurostat.linked-statistics.org/dic/cities#EL003C,EL003C,Patra,EL,Greece
http://eurostat.linked-statistics.org/dic/cities#EL004C,EL004C,Irakleio,EL,Greece
http://eurostat.linked-statistics.org/dic/cities#EL005C,EL005C,Larisa,EL,Greece
http://eurostat.linked-statistics.org/dic/cities#EL006C,EL006C,Volos,EL,Greece
http://eurostat.linked-statistics.org/dic/cities#EL007C,EL007C,Ioannina,EL,Greece
http://eurostat.linked-statistics.org/dic/cities#EL008C,EL008C,Kavala,EL,Greece
http://eurostat.linked-statistics.org/dic/cities#EL009C,EL009C,Kalamata,EL,Greece
http://eurostat.linked-statistics.org/dic/cities#EL501C,EL501C,D. Peiraios,EL,Greece
http://eurostat.linked-statistics.org/dic/cities#ES001C,ES001C,Madrid,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES002C,ES002C,Barcelona,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES003C,ES003C,Valencia,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES004C,ES004C,Sevilla,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES005C,ES005C,Zaragoza,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES006C,ES006C,Málaga,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES007C,ES007C,Murcia,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES008C,ES008C,Las Palmas,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES009C,ES009C,Valladolid,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES010C,ES010C,Palma de Mallorca,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES011C,ES011C,Santiago de Compostela,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES012C,ES012C,Vitoria/Gasteiz,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES013C,ES013C,Oviedo,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES014C,ES014C,Pamplona/Iruña,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES015C,ES015C,Santander,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES016C,ES016C,Toledo,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES017C,ES017C,Badajoz,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES018C,ES018C,Logroño,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES019C,ES019C,Bilbao,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES020C,ES020C,Córdoba,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES021C,ES021C,Alicante/Alacant,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES022C,ES022C,Vigo,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES023C,ES023C,Gijón,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES024C,ES024C,Hospitalet de Llobregat(L'),ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES025C,ES025C,Sta. Cruz de Tenerife,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES501C,ES501C,Granada,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES026C,ES026C,"Coruña, A",ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES503C,ES503C,Badalona,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES504C,ES504C,Móstoles,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES505C,ES505C,Elche/Elx,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES506C,ES506C,Cartagena,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES507C,ES507C,Sabadell,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES508C,ES508C,Jerez de la Frontera,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES509C,ES509C,Fuenlabrada,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES510C,ES510C,Donostia-San Sebastián,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES511C,ES511C,Alcalá de Henares,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES512C,ES512C,Terrassa,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES513C,ES513C,Leganés,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES514C,ES514C,Almería,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES515C,ES515C,Burgos,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES516C,ES516C,Salamanca,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES517C,ES517C,Alcorcón,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES518C,ES518C,Getafe,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES519C,ES519C,Albacete,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES520C,ES520C,Castellón de la Plana/Castelló de la Pla,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES521C,ES521C,Huelva,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES522C,ES522C,Cádiz,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES523C,ES523C,León,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES524C,ES524C,San Cristóbal de la Laguna,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES525C,ES525C,Tarragona,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES526C,ES526C,Santa Coloma de Gramenet,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES527C,ES527C,Jaén,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES528C,ES528C,Lleida,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES529C,ES529C,Ourense,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES530C,ES530C,Mataró,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES531C,ES531C,Dos Hermanas,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES532C,ES532C,Algeciras,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES533C,ES533C,Marbella,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES534C,ES534C,Torrejón de Ardoz,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#ES535C,ES535C,Alcobendas,ES,Spain
http://eurostat.linked-statistics.org/dic/cities#FR001C,FR001C,Paris,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR003C,FR003C,Lyon,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR004C,FR004C,Toulouse,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR006C,FR006C,Strasbourg,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR007C,FR007C,Bordeaux,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR008C,FR008C,Nantes,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR009C,FR009C,Lille,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR010C,FR010C,Montpellier,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR011C,FR011C,Saint-Etienne,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR012C,FR012C,Le Havre,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR013C,FR013C,Rennes,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR014C,FR014C,Amiens,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR015C,FR015C,Rouen,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR016C,FR016C,Nancy,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR017C,FR017C,Metz,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR018C,FR018C,Reims,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR019C,FR019C,Orléans,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR020C,FR020C,Dijon,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR021C,FR021C,Poitiers,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR022C,FR022C,Clermont-Ferrand,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR023C,FR023C,Caen,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR024C,FR024C,Limoges,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR025C,FR025C,Besançon,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR026C,FR026C,Grenoble,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR027C,FR027C,Ajaccio,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR028C,FR028C,Saint Denis,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR029C,FR029C,Pointe-à-Pitre,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR030C,FR030C,Fort-de-France,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR031C,FR031C,Cayenne,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR032C,FR032C,Toulon,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR034C,FR034C,Valenciennes,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR035C,FR035C,Tours,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR036C,FR036C,Angers,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR037C,FR037C,Brest,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR038C,FR038C,Le Mans,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR039C,FR039C,Avignon,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR040C,FR040C,Mulhouse,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR041C,FR041C,Béthune,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR042C,FR042C,Dunkerque,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR043C,FR043C,Perpignan,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR044C,FR044C,Nimes,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR045C,FR045C,Pau,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR046C,FR046C,Bayonne,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR047C,FR047C,Genève(CH) - Annemasse,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR048C,FR048C,Annecy,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR049C,FR049C,Lorient,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR050C,FR050C,Montbelliard,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR051C,FR051C,Troyes,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR052C,FR052C,Saint-Nazaire,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR053C,FR053C,La Rochelle,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR055C,FR055C,Thionville,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR056C,FR056C,Angoulème,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR057C,FR057C,Boulogne-sur-mer,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR058C,FR058C,Chambery,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR059C,FR059C,Chalon-sur-Saône,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR060C,FR060C,Chartres,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR061C,FR061C,Niort,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR062C,FR062C,Calais,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR063C,FR063C,Béziers,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR064C,FR064C,Arras,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR065C,FR065C,Bourges,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR066C,FR066C,Saint-Brieuc,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR067C,FR067C,Quimper,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR068C,FR068C,Vannes,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR069C,FR069C,Cherbourg,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR070C,FR070C,Maubeuge,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR071C,FR071C,Blois,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR073C,FR073C,Tarbes,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR074C,FR074C,Compiègne,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR076C,FR076C,Belfort,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR077C,FR077C,Roanne,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR078C,FR078C,Forbach,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR079C,FR079C,Saint-Quentin,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR080C,FR080C,Laval,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR081C,FR081C,Bourg-en-Bresse,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR082C,FR082C,Beauvais,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR083C,FR083C,Nevers,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR084C,FR084C,Creil,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR085C,FR085C,La Roche-sur-Yon,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR086C,FR086C,Evreux,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR087C,FR087C,Agen,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR088C,FR088C,Saint-Omer,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR089C,FR089C,Périgueux,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR090C,FR090C,Châteauroux,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR091C,FR091C,Epinal,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR092C,FR092C,Alès,FR,France
http://eurostat.linked-statistics.org/dic/cities#FR093C,FR093C,Brive-la-Gaillarde,FR,France
